Order ID,Product ID,Sales,Order_Year,Order_Month,Order_Day,Order_Weekday,Shipping_Delay,Log_Sales,Scaled_Sales
CA-2016-115742,FUR-CH-10003061,89.99,2016,4,18,0,4,4.5107496103686,0.0039555551550496
CA-2017-105816,OFF-FA-10000304,15.26,2017,12,11,0,6,2.7887081041196646,0.0006544737361491
CA-2017-105816,TEC-PH-10002447,1029.95,2017,12,11,0,6,6.938235986235724,0.0454768249330463
CA-2017-111682,OFF-ST-10000604,208.56,2017,6,17,5,1,5.345010094540019,0.0091932003288624
CA-2017-111682,OFF-PA-10001569,32.4,2017,6,17,5,1,3.5085558999826545,0.0014116065545615
CA-2017-111682,FUR-CH-10003968,319.41,2017,6,17,5,1,5.769601425693419,0.0140898265202864
CA-2017-111682,OFF-PA-10000587,14.56,2017,6,17,5,1,2.7447035187502458,0.0006235523258289
CA-2017-111682,TEC-AC-10002167,30.0,2017,6,17,5,1,3.4339872044851463,0.0013055902906064
CA-2017-111682,OFF-BI-10001460,48.48,2017,6,17,5,1,3.901568547524287,0.0021219155230603
CA-2017-111682,OFF-AR-10001868,1.68,2017,6,17,5,1,0.9858167945227652,5.459837593685246e-05
CA-2016-135545,TEC-AC-10004633,13.98,2016,11,24,3,6,2.7067159780890733,0.0005979317287065
CA-2016-135545,OFF-BI-10001078,25.824,2016,11,24,3,6,3.2892970091639278,0.0011211219913246
CA-2016-135545,OFF-PA-10003892,146.73,2016,11,24,3,6,4.9953862833335165,0.0064619563287203
CA-2016-135545,FUR-FU-10000397,79.76,2016,11,24,3,6,4.391481793444637,0.0035036608299412
US-2016-164175,FUR-CH-10001146,213.115,2016,4,30,5,5,5.36651325386079,0.0093944103631604
CA-2015-106376,OFF-AR-10002671,1113.024,2015,12,5,5,5,7.015733964240798,0.0491464895629638
CA-2015-106376,TEC-PH-10002726,167.968,2015,12,5,5,5,5.129709347881841,0.0074001119178359
CA-2017-119823,OFF-PA-10000482,75.88,2017,6,4,6,2,4.342245764662037,0.0033322678698805
CA-2017-106075,OFF-BI-10004654,4.616,2017,9,18,0,5,1.72561966672351,0.0001842916055085
CA-2018-114440,OFF-PA-10004675,19.05,2018,9,14,4,3,2.998229153752578,0.0008218910863115
US-2016-134026,FUR-CH-10000513,831.936,2016,4,26,1,6,6.724956808482918,0.036729864728548
US-2016-134026,FUR-FU-10003708,97.04,2016,4,26,1,6,4.585375558659912,0.0042669779304176
US-2016-134026,OFF-ST-10004123,72.784,2016,4,26,1,6,4.3011419059334175,0.0031955068893785
US-2018-118038,OFF-BI-10004182,1.248,2018,12,9,6,2,0.8100409320314448,3.5515448424942864e-05
US-2018-118038,FUR-FU-10000260,9.708,2018,12,9,6,2,2.370991125658106,0.0004092227788665
US-2018-118038,OFF-ST-10000615,27.24,2018,12,9,6,2,3.3407394126250414,0.0011836715870581
US-2015-147606,FUR-FU-10003194,19.3,2015,11,26,3,5,3.0106208860477417,0.0008329344471402
CA-2017-127208,OFF-AP-10002118,208.16,2017,6,12,0,3,5.34309950931993,0.0091755309515366
CA-2017-127208,OFF-BI-10002309,16.74,2017,6,12,0,3,2.8758219768814333,0.0007198504322548
CA-2015-139451,OFF-AR-10002053,14.9,2015,10,12,0,4,2.766319109226186,0.0006385712965559
CA-2015-139451,OFF-ST-10002370,21.39,2015,10,12,0,4,3.108614430610664,0.0009252569436677
CA-2016-149734,OFF-EN-10000927,200.984,2016,9,3,5,5,5.308188486343299,0.0088585423223109
US-2018-119662,OFF-ST-10003656,230.376,2018,11,13,1,3,5.444044092872437,0.0101568881682138
CA-2018-140088,FUR-CH-10000863,301.96,2018,5,28,0,2,5.713600783593539,0.0133189999344466
CA-2018-155558,TEC-AC-10001998,19.99,2018,10,26,4,7,3.0440461338325417,0.0008634141230272
CA-2018-155558,OFF-LA-10000134,6.16,2018,10,26,4,7,1.9685099809725544,0.0002524954019862
CA-2017-159695,OFF-ST-10003442,158.368,2017,4,5,2,5,5.071215993379483,0.0069760468620157
CA-2017-109806,OFF-AR-10004930,20.1,2017,9,17,6,5,3.0492730404820207,0.0008682732017918
CA-2017-109806,TEC-PH-10004093,73.584,2017,9,17,6,5,4.311926006994392,0.0032308456440302
CA-2017-109806,OFF-PA-10000304,6.48,2017,9,17,6,5,2.012232791986386,0.0002666309038469
CA-2016-149587,OFF-PA-10003177,12.96,2016,1,31,6,5,2.6361960973342264,0.0005528748165256
CA-2016-149587,FUR-FU-10003799,53.34,2016,1,31,6,5,3.9952606039982017,0.0023365984575693
CA-2016-149587,OFF-BI-10002852,32.96,2016,1,31,6,5,3.5251833614431467,0.0014363436828177
US-2018-109484,OFF-BI-10004738,5.682,2018,11,6,1,6,1.8994173439345647,0.0002313804960819
CA-2018-161018,FUR-FU-10000629,96.53,2018,11,9,4,2,4.580160022983923,0.0042444494743271
CA-2018-157833,OFF-BI-10001721,51.312,2018,6,17,6,3,3.957225790258975,0.0022470147145273
CA-2017-149223,OFF-AP-10000358,77.88,2017,9,6,2,5,4.36792771029438,0.0034206147565097
CA-2017-158568,OFF-PA-10003256,64.624,2017,8,29,1,4,4.183941482700448,0.0028350515919313
CA-2017-158568,TEC-AC-10001767,95.976,2017,8,29,1,4,4.574463525208929,0.0042199773867308
CA-2017-158568,OFF-BI-10002609,1.788,2017,8,29,1,4,1.0253244928982777,5.9369107814829866e-05
CA-2017-129903,OFF-PA-10004040,23.92,2017,12,1,4,3,3.2156706939192525,0.0010370157552536
US-2016-156867,TEC-AC-10001552,238.896,2016,11,13,6,4,5.480205496092637,0.0105332459052543
US-2016-156867,FUR-FU-10004006,102.36,2016,11,13,6,4,4.638218040034292,0.0045019806488513
US-2016-156867,OFF-BI-10002794,36.882,2016,11,13,6,4,3.6344760652345496,0.0016095919274975
CA-2018-119004,TEC-AC-10003499,74.112,2018,11,23,4,5,4.318980332956246,0.0032541692221003
CA-2018-119004,TEC-PH-10002844,27.992,2018,11,23,4,5,3.367019929860569,0.0012168900164307
CA-2018-119004,OFF-AR-10000390,3.304,2018,11,23,4,5,1.4595448228594834,0.0001263360478797
CA-2016-129476,TEC-AC-10000844,339.96,2016,10,15,5,5,5.831765168350307,0.0149975907804016
CA-2018-146780,FUR-FU-10001934,41.96,2018,12,25,1,5,3.760269450200609,0.0018339046726491
CA-2017-128867,OFF-AR-10000380,75.96,2017,11,3,4,7,4.343285806357451,0.0033358017453457
CA-2017-128867,OFF-BI-10003981,27.24,2017,11,3,4,7,3.3407394126250414,0.0011836715870581
CA-2015-115259,OFF-FA-10000621,40.096,2015,8,25,1,2,3.715910793164967,0.0017515653743107
CA-2015-115259,OFF-EN-10002600,4.72,2015,8,25,1,2,1.7439688053917064,0.0001888856436132
CA-2015-115259,OFF-PA-10004965,23.976,2015,8,25,1,2,3.217915363773076,0.0010394894680792
CA-2015-115259,OFF-EN-10002504,130.464,2015,8,25,1,2,4.8787330498789885,0.005743431099765
CA-2016-110457,FUR-TA-10001768,787.53,2016,3,2,2,4,6.670170452603868,0.0347682988047196
US-2016-136476,OFF-BI-10003650,157.794,2016,4,5,1,5,5.067607764723911,0.0069506913055531
CA-2017-103730,FUR-FU-10002157,47.04,2017,6,12,0,3,3.872033997211783,0.0020583057646873
CA-2017-103730,OFF-BI-10003910,30.84,2017,6,12,0,3,3.460723360976182,0.0013426959829907
CA-2017-103730,OFF-ST-10000777,226.56,2017,6,12,0,3,5.427413939882447,0.0099883223085253
CA-2017-103730,OFF-EN-10002500,115.02,2017,6,12,0,3,4.753762590037918,0.0050612164412142
CA-2017-103730,TEC-PH-10003875,68.04,2017,6,12,0,3,4.234686046775173,0.002985948074294
US-2015-152030,FUR-CH-10004063,600.558,2015,12,26,5,2,6.399522956368744,0.0265091017613012
US-2015-134614,FUR-TA-10004534,617.7,2015,9,20,6,5,6.427620502536943,0.0272663229266001
US-2018-107272,OFF-BI-10003274,2.388,2018,11,5,0,7,1.220239776789808,8.587317380359319e-05
US-2018-107272,OFF-ST-10002974,243.992,2018,11,5,0,7,5.50122555695038,0.0107583537723855
US-2017-125969,FUR-CH-10001146,81.424,2017,11,6,0,4,4.411876656642767,0.0035771654396167
US-2017-125969,FUR-FU-10003773,238.56,2017,11,6,0,4,5.478803907396261,0.0105184036283006
US-2018-164147,TEC-PH-10002293,59.97,2018,2,2,4,3,4.110381939919725,0.0026294683867452
US-2018-164147,OFF-PA-10002377,78.304,2018,2,2,4,3,4.3732885687305965,0.0034393442964751
US-2018-164147,OFF-FA-10002780,21.456,2018,2,2,4,3,3.1115578390595813,0.0009281723909264
CA-2017-145583,OFF-PA-10001804,20.04,2017,10,13,4,6,3.046425387869509,0.000865622795193
CA-2017-145583,OFF-PA-10001736,35.44,2017,10,13,4,6,3.5956670723917576,0.0015458938222379
CA-2017-145583,OFF-AR-10001149,11.52,2017,10,13,4,6,2.5273273656719524,0.0004892650581525
CA-2017-145583,OFF-FA-10002988,4.02,2017,10,13,4,6,1.6134299337036375,0.000157964233293
CA-2017-145583,OFF-BI-10004781,76.176,2017,10,13,4,6,4.346088527868252,0.0033453432091017
CA-2017-145583,OFF-SU-10001218,65.88,2017,10,13,4,6,4.202899968776446,0.0028905334367345
CA-2017-145583,FUR-FU-10001706,43.12,2017,10,13,4,6,3.786913194385302,0.0018851458668941
CA-2017-110366,FUR-FU-10004848,82.8,2017,9,5,1,2,4.428433007488037,0.0036379480976176
CA-2018-106180,OFF-AR-10000940,8.82,2018,9,18,1,5,2.2844211223663744,0.0003699967612031
CA-2018-106180,OFF-EN-10004030,10.86,2018,9,18,1,5,2.4731713935695794,0.0004601105855649
CA-2018-106180,OFF-PA-10004327,143.7,2018,9,18,1,5,4.974662633637438,0.0063281107954771
CA-2018-155376,OFF-AP-10001058,839.43,2018,12,22,5,5,6.733913665620719,0.0370609005127476
CA-2016-110744,OFF-ST-10003656,671.93,2016,9,7,2,5,6.511641312348043,0.0296618487575512
CA-2015-110072,FUR-FU-10000521,93.888,2015,10,22,3,6,4.552697248726974,0.00412774323709
CA-2017-114489,TEC-PH-10000215,384.45,2017,12,5,1,4,5.954411482905271,0.0169628672734684
CA-2017-114489,TEC-PH-10001448,149.97,2017,12,5,1,4,5.017081141579645,0.0066050782850597
CA-2017-114489,FUR-CH-10000454,1951.84,2017,12,5,1,4,7.577040002277407,0.086199880590348
CA-2017-114489,OFF-BI-10002735,171.55,2017,12,5,1,4,5.150687049544013,0.0075583411917888
CA-2017-158834,OFF-AP-10000326,157.92,2017,3,13,0,3,5.068400930946398,0.0069562571594108
CA-2017-158834,TEC-PH-10001254,203.184,2017,3,13,0,3,5.3190215481063285,0.0089557238976031
CA-2016-124919,OFF-PA-10001950,58.38,2016,5,31,1,2,4.083957469335614,0.0025592326118749
CA-2016-124919,OFF-PA-10002254,105.52,2016,5,31,1,2,4.668332760945732,0.0046415687297254
CA-2016-124919,OFF-ST-10001590,80.88,2016,5,31,1,2,4.405254760793088,0.0035531350864536
CA-2016-118948,OFF-AR-10001547,6.63,2016,5,28,5,6,2.032087845296365,0.0002732569203441
CA-2015-104269,FUR-CH-10004063,457.568,2015,3,1,6,5,6.128108590405284,0.0201927411017457
CA-2017-114104,OFF-LA-10002475,14.62,2017,11,20,0,4,2.74855214441154,0.0006262027324278
CA-2017-114104,TEC-PH-10004536,944.93,2017,11,20,0,4,6.852168570542386,0.0417211987824385
CA-2017-162733,OFF-PA-10002751,5.98,2017,5,11,3,1,1.9430489167742813,0.0002445441821896
CA-2016-119697,TEC-AC-10003657,54.384,2016,12,28,2,3,4.0142907433757244,0.0023827155323898
CA-2017-154508,OFF-EN-10001990,28.4,2017,11,16,3,4,3.380994674344636,0.0012349127813031
CA-2017-113817,OFF-BI-10004002,27.68,2017,11,7,1,4,3.35620001573142,0.0012031079021165
CA-2015-139892,OFF-AR-10004441,9.936,2015,9,8,1,4,2.3920600994216485,0.0004192943239422
CA-2015-139892,TEC-MA-10000822,8159.952,2015,9,8,1,4,9.007116107819794,0.3604335641130706
CA-2015-139892,OFF-ST-10000991,275.928,2015,9,8,1,4,5.62375754460242,0.0121690768580807
CA-2015-139892,FUR-CH-10004287,1740.06,2015,9,8,1,4,7.462249402126681,0.0768448287651808
CA-2015-139892,OFF-AR-10002656,32.064,2015,9,8,1,4,3.498445077209431,0.0013967642776078
CA-2015-139892,OFF-AP-10002518,177.98,2015,9,8,1,4,5.187274067754712,0.0078423764323018
CA-2015-139892,TEC-PH-10003931,143.976,2015,9,8,1,4,4.976568211479705,0.0063403026658319
CA-2015-118962,OFF-PA-10000659,20.94,2015,8,5,2,4,3.088311454847084,0.0009053788941761
CA-2015-118962,OFF-PA-10001144,110.96,2015,8,5,2,4,4.718141664647253,0.0048818722613569
CA-2015-118962,FUR-CH-10003817,340.144,2015,8,5,2,4,5.83230467553532,0.0150057186939715
US-2015-100853,OFF-AP-10000891,52.448,2015,9,14,0,5,3.978709218623176,0.0022971957461327
US-2015-100853,OFF-LA-10003148,20.16,2015,9,14,0,5,3.052112606990099,0.0008709236083907
US-2018-152366,OFF-AP-10002684,97.264,2018,4,21,5,4,4.587657734236793,0.0042768727817201
US-2016-101511,FUR-CH-10004698,396.802,2016,11,21,0,2,5.98595439405932,0.0175084976452904
US-2016-101511,OFF-SU-10002189,15.88,2016,11,21,0,2,2.826129489167811,0.0006818612710042
CA-2016-137225,OFF-AR-10001940,3.28,2016,12,15,3,4,1.4539530095937052,0.0001252758852402
CA-2015-166191,OFF-ST-10003455,24.816,2015,12,5,5,4,3.2509944547496605,0.0010765951604635
CA-2015-166191,TEC-AC-10004659,408.744,2015,12,5,5,4,6.015532574441682,0.0180360169053534
CA-2015-158274,TEC-PH-10003273,503.96,2015,11,19,3,5,6.224479218217454,0.0222420354839969
CA-2015-158274,TEC-PH-10004896,149.95,2015,11,19,3,5,5.016948656152848,0.0066041948161934
CA-2015-158274,TEC-AC-10002345,29.0,2015,11,19,3,5,3.4011973816621555,0.0012614168472918
CA-2017-105018,OFF-BI-10001890,7.16,2017,11,28,1,4,2.0992441689760155,0.0002966688453008
CA-2015-123260,TEC-AC-10002323,176.8,2015,8,26,2,4,5.180659323079804,0.0077902517691905
CA-2017-157000,OFF-ST-10001328,37.224,2017,7,16,6,6,3.643463590583454,0.0016246992451111
CA-2017-157000,OFF-PA-10001950,20.016,2017,7,16,6,6,3.0452840523832387,0.0008645626325534
CA-2016-102281,FUR-BO-10002613,899.136,2016,10,12,2,2,6.802545863019288,0.0396983201192895
CA-2016-102281,TEC-PH-10001552,71.76,2016,10,12,2,2,4.287166353649922,0.0031502732834244
CA-2016-102281,OFF-PA-10000061,51.84,2016,10,12,2,2,3.9672684796541247,0.0022703382925974
CA-2016-102281,FUR-BO-10002545,626.352,2016,10,12,2,2,6.441507786613698,0.0276485115581581
CA-2016-102281,OFF-AR-10003514,19.9,2016,10,12,2,2,3.039749158970765,0.0008594385131289
CA-2016-131457,OFF-EN-10001509,14.28,2016,10,31,0,6,2.7265447837383743,0.0006111837617008
CA-2015-140004,OFF-AR-10004685,7.408,2015,3,21,5,4,2.1291836335746503,0.0003076238592429
CA-2015-140004,OFF-AR-10004027,6.048,2015,3,21,5,4,1.9527438886338784,0.000247547976335
CA-2018-107720,OFF-ST-10001414,46.26,2018,11,6,1,7,3.8556642717587617,0.0020238504789019
US-2018-124303,OFF-BI-10000343,2.946,2018,7,6,4,7,1.3727024076004235,0.0001105219551731
US-2018-124303,OFF-PA-10002749,16.056,2018,7,6,4,7,2.836502047983434,0.0006896357970276
CA-2018-105074,OFF-PA-10002666,21.744,2018,6,24,6,5,3.1243013743486987,0.000940894342601
CA-2015-133690,FUR-TA-10004289,218.75,2015,8,3,0,2,5.392490536565286,0.0096433277162382
CA-2015-133690,OFF-AP-10003622,2.6,2015,8,3,0,2,1.2809338454620642,9.523794378628958e-05
US-2018-116701,OFF-AP-10003217,66.284,2018,12,17,0,4,4.208922466929536,0.0029083795078336
CA-2018-126382,FUR-FU-10002960,35.168,2018,6,3,6,4,3.588174749992304,0.0015338786456563
CA-2018-108329,TEC-PH-10001918,444.768,2018,12,9,6,5,6.099798637307641,0.0196273210273188
CA-2018-135860,OFF-ST-10000642,83.92,2018,12,1,5,6,4.441709636835055,0.00368742235413
CA-2018-135860,TEC-PH-10001700,131.98,2018,12,1,5,6,4.890198740974308,0.0058103980398299
CA-2018-135860,OFF-BI-10003274,15.92,2018,12,1,5,6,2.828496354178077,0.0006836282087368
CA-2018-135860,OFF-FA-10000134,52.29,2018,12,1,5,6,3.975748696308691,0.002290216342089
CA-2018-135860,OFF-ST-10001522,91.99,2018,12,1,5,6,4.5324919604901055,0.0040439020416788
CA-2016-101007,TEC-AC-10001266,20.8,2016,2,9,1,4,3.0819099697950434,0.0008991946121121
CA-2016-146262,OFF-LA-10004544,23.68,2016,1,2,5,7,3.205993199037187,0.0010264141288581
CA-2016-146262,FUR-BO-10004695,452.45,2016,1,2,5,7,6.1168850098935765,0.0199666614188616
CA-2016-146262,TEC-PH-10002844,62.982,2016,1,2,5,7,4.158601793801473,0.0027625187980088
CA-2016-146262,TEC-MA-10000864,1188.0,2016,1,2,5,7,7.080867896690782,0.0524584376489197
CA-2016-146262,TEC-AC-10000109,89.584,2016,1,2,5,7,4.506277597011739,0.0039376207370639
CA-2017-130162,OFF-ST-10001328,93.06,2017,10,28,5,4,4.543932876516902,0.0040911676260255
CA-2017-130162,TEC-PH-10002563,302.376,2017,10,28,5,4,5.714972960291848,0.0133373760868654
CA-2016-169397,OFF-FA-10000585,5.584,2016,12,24,5,3,1.8846424633747687,0.000227051498637
CA-2016-169397,OFF-PA-10004000,22.704,2016,12,24,5,3,3.165643810271264,0.0009833008481831
CA-2016-169397,OFF-BI-10002852,19.776,2016,12,24,5,3,3.033798474360448,0.0008539610061579
CA-2016-169397,FUR-FU-10000087,72.704,2016,12,24,5,3,4.300057071806631,0.0031919730139133
CA-2016-169397,TEC-MA-10001148,479.988,2016,12,24,5,3,6.175842321769606,0.0211831097008592
CA-2016-169397,OFF-AR-10001958,27.168,2016,12,24,5,3,3.338186581852751,0.0011804910991395
CA-2016-163055,OFF-AR-10001026,2.2,2016,8,9,1,7,1.1631508098056809,7.756856646044736e-05
CA-2016-163055,FUR-TA-10003748,622.45,2016,8,9,1,7,6.435268569442595,0.0274761467823445
CA-2016-163055,OFF-ST-10002485,21.98,2016,8,9,1,7,3.1346242724206097,0.0009513192752233
US-2016-145436,FUR-CH-10004860,161.568,2016,2,28,6,5,5.091096375777642,0.0071174018806225
US-2016-145436,FUR-CH-10004477,389.696,2016,2,28,6,5,5.967929763974318,0.0171946011570968
US-2015-156216,OFF-BI-10001679,18.648,2015,9,13,6,4,2.977975551964732,0.000804133362099
US-2018-100930,FUR-TA-10001705,233.86,2018,4,7,5,5,5.458989591936935,0.0103107884447219
US-2018-100930,FUR-TA-10003473,620.6145,2018,4,7,5,5,6.432320125679697,0.0273950664271405
US-2018-100930,OFF-BI-10001679,5.328,2018,4,7,5,5,1.8449842304653528,0.0002157430971485
US-2018-100930,FUR-FU-10004017,258.072,2018,4,7,5,5,5.557106015344837,0.0113803158542552
US-2018-100930,TEC-AC-10003832,617.976,2018,4,7,5,5,6.428066499719687,0.027278514796955
CA-2018-160514,OFF-PA-10002479,10.56,2018,11,12,0,4,2.4475508632442318,0.0004468585525705
CA-2017-157749,OFF-PA-10003349,25.92,2017,6,4,6,5,3.2928695047765277,0.0011253626418828
CA-2017-157749,FUR-FU-10000576,419.68,2017,6,4,6,5,6.041872449651828,0.0185190976814419
CA-2017-157749,FUR-FU-10004351,11.688,2017,6,4,6,5,2.5406566648924924,0.0004966861966294
CA-2017-157749,TEC-PH-10000011,31.984,2017,6,4,6,5,3.496022595404599,0.0013932304021426
CA-2017-157749,FUR-TA-10002607,177.225,2017,6,4,6,5,5.183046797003692,0.0078090254825992
CA-2017-157749,FUR-FU-10002505,4.044,2017,6,4,6,5,1.618199418102673,0.0001590243959325
CA-2017-157749,OFF-AR-10004685,7.408,2017,6,4,6,5,2.1291836335746503,0.0003076238592429
CA-2015-131926,FUR-CH-10004063,2001.86,2015,6,1,0,5,7.602331438065773,0.0884094362249445
CA-2015-131926,OFF-ST-10002276,166.72,2015,6,1,0,5,5.122295922302562,0.0073449834605793
CA-2015-131926,OFF-PA-10004082,47.88,2015,6,1,0,5,3.88936831486334,0.0020954114570716
CA-2015-131926,OFF-AP-10002945,1503.25,2015,6,1,0,5,7.316049714100461,0.0663841156538491
CA-2015-131926,OFF-PA-10000061,25.92,2015,6,1,0,5,3.2928695047765277,0.0011253626418828
CA-2017-154739,FUR-CH-10002965,321.568,2017,12,10,6,5,5.776313966722697,0.0141851528109593
CA-2017-145625,OFF-PA-10004569,7.61,2017,9,11,0,6,2.152924318439639,0.0003165468947924
CA-2017-145625,TEC-AC-10003832,3347.37,2017,9,11,0,6,8.116228939242719,0.1478452459391795
CA-2017-146941,OFF-ST-10001228,80.58,2017,12,10,6,3,4.401584133889412,0.0035398830534592
CA-2017-146941,OFF-EN-10003296,361.92,2017,12,10,6,3,5.8941824243014285,0.0159676395955903
US-2016-159982,FUR-FU-10002505,12.132,2016,11,28,0,6,2.575051999639346,0.0005162992054611
US-2016-159982,OFF-ST-10004804,82.368,2016,11,28,0,6,4.423264542690126,0.0036188651701057
US-2016-159982,OFF-ST-10001590,53.92,2016,11,28,0,6,4.00587758089977,0.0023622190546918
US-2016-159982,TEC-PH-10001580,647.904,2016,11,28,0,6,6.475284785886132,0.0286005376084745
CA-2018-163139,TEC-AC-10000290,20.37,2018,12,1,5,2,3.0619880693310564,0.0008802000314868
CA-2018-163139,OFF-ST-10002790,221.55,2018,12,1,5,2,5.405151795461864,0.0097670133575191
CA-2018-163139,OFF-BI-10003460,17.52,2018,12,1,5,2,2.918851229218033,0.0007543057180402
US-2018-155299,OFF-AP-10002203,1.624,2018,6,8,4,4,0.9646998710818426,5.212466311123456e-05
US-2015-106992,TEC-MA-10000822,3059.982,2015,9,19,5,2,8.026491058496891,0.1351503284118816
US-2015-106992,TEC-MA-10003353,2519.958,2015,9,19,5,2,7.832394266993606,0.1112956088593551
CA-2017-125318,TEC-PH-10001433,328.224,2017,6,6,1,7,5.796738370155267,0.0144791712496614
CA-2016-155040,TEC-AC-10004469,79.9,2016,11,10,3,5,4.393213824064446,0.0035098451120052
